"Stknmec","Stkcd","Accper","AnaAttention","ReportAttention"
"七匹狼","002029","2017-12-31","10","21"
"七匹狼","002029","2018-12-31","10","23"
"七匹狼","002029","2019-12-31","9","17"
"七匹狼","002029","2020-12-31","5","9"
"七匹狼","002029","2021-12-31","2","4"
"达安基因","002030","2004-12-31","1","1"
"达安基因","002030","2005-12-31","2","4"
"达安基因","002030","2006-12-31","2","4"
"达安基因","002030","2007-12-31","4","10"
"达安基因","002030","2008-12-31","15","32"
"达安基因","002030","2009-12-31","11","23"
"达安基因","002030","2010-12-31","13","17"
"达安基因","002030","2011-12-31","5","9"
"达安基因","002030","2012-12-31","4","5"
"达安基因","002030","2013-12-31","4","10"
"达安基因","002030","2014-12-31","19","29"
"达安基因","002030","2015-12-31","7","9"
"达安基因","002030","2016-12-31","6","6"
"达安基因","002030","2017-12-31","1","1"
"达安基因","002030","2018-12-31","",""
"达安基因","002030","2019-12-31","",""
"达安基因","002030","2020-12-31","1","3"
"达安基因","002030","2021-12-31","",""
"巨轮股份","002031","2004-12-31","2","2"
"巨轮股份","002031","2005-12-31","4","4"
"巨轮股份","002031","2006-12-31","6","8"
"巨轮股份","002031","2007-12-31","2","2"
"巨轮股份","002031","2008-12-31","1","1"
"巨轮股份","002031","2009-12-31","3","8"
"巨轮股份","002031","2010-12-31","3","6"
"巨轮股份","002031","2011-12-31","7","18"
"巨轮股份","002031","2012-12-31","4","5"
"巨轮股份","002031","2013-12-31","5","9"
"巨轮股份","002031","2014-12-31","7","8"
"巨轮智能","002031","2015-12-31","6","7"
"巨轮智能","002031","2016-12-31","3","4"
"巨轮智能","002031","2017-12-31","",""
"巨轮智能","002031","2018-12-31","",""
"巨轮智能","002031","2019-12-31","",""
"巨轮智能","002031","2020-12-31","",""
"巨轮智能","002031","2021-12-31","",""
"苏泊尔","002032","2004-12-31","2","2"
"苏泊尔","002032","2005-12-31","3","3"
"苏泊尔","002032","2006-12-31","6","8"
"苏泊尔","002032","2007-12-31","12","17"
"苏泊尔","002032","2008-12-31","9","18"
"苏泊尔","002032","2009-12-31","18","47"
"苏泊尔","002032","2010-12-31","28","50"
"苏泊尔","002032","2011-12-31","29","68"
"苏泊尔","002032","2012-12-31","26","53"
"苏泊尔","002032","2013-12-31","20","41"
"苏泊尔","002032","2014-12-31","14","22"
"苏泊尔","002032","2015-12-31","9","20"
"苏泊尔","002032","2016-12-31","21","51"
"苏泊尔","002032","2017-12-31","27","66"
"苏泊尔","002032","2018-12-31","32","86"
"苏泊尔","002032","2019-12-31","44","103"
"苏泊尔","002032","2020-12-31","30","79"
"苏泊尔","002032","2021-12-31","35","103"
"丽江旅游","002033","2004-12-31","2","2"
"丽江旅游","002033","2005-12-31","4","4"
"丽江旅游","002033","2006-12-31","8","13"
"丽江旅游","002033","2007-12-31","15","24"
"丽江旅游","002033","2008-12-31","29","65"
"丽江旅游","002033","2009-12-31","30","67"
"丽江旅游","002033","2010-12-31","32","60"
"丽江旅游","002033","2011-12-31","31","61"
"丽江旅游","002033","2012-12-31","39","120"
"丽江旅游","002033","2013-12-31","34","68"
"丽江旅游","002033","2014-12-31","21","33"
"丽江旅游","002033","2015-12-31","21","50"
"丽江旅游","002033","2016-12-31","22","69"
"丽江旅游","002033","2017-12-31","28","60"
"丽江旅游","002033","2018-12-31","16","28"
"丽江旅游","002033","2019-12-31","5","10"
"丽江股份","002033","2020-12-31","3","4"
"丽江股份","002033","2021-12-31","4","5"
"美欣达","002034","2004-12-31","",""
"美欣达","002034","2005-12-31","7","7"
"美欣达","002034","2006-12-31","4","4"
"美欣达","002034","2007-12-31","",""
"美欣达","002034","2008-12-31","",""
"美欣达","002034","2009-12-31","1","3"
"美欣达","002034","2010-12-31","",""
"美欣达","002034","2011-12-31","","1"
"美欣达","002034","2012-12-31","",""
"美欣达","002034","2013-12-31","1","1"
"美欣达","002034","2014-12-31","1","1"
"美欣达","002034","2015-12-31","3","3"
"美欣达","002034","2016-12-31","5","5"
"美欣达","002034","2017-12-31","1","2"
"旺能环境","002034","2018-12-31","",""
"旺能环境","002034","2019-12-31","13","30"
"旺能环境","002034","2020-12-31","13","28"
"旺能环境","002034","2021-12-31","6","16"
"华帝股份","002035","2004-12-31","",""
"华帝股份","002035","2005-12-31","1","1"
"华帝股份","002035","2006-12-31","2","3"
"华帝股份","002035","2007-12-31","",""
"华帝股份","002035","2008-12-31","1","2"
"华帝股份","002035","2009-12-31","5","8"
"华帝股份","002035","2010-12-31","17","29"
"华帝股份","002035","2011-12-31","26","53"
"华帝股份","002035","2012-12-31","19","41"
"华帝股份","002035","2013-12-31","20","44"
"华帝股份","002035","2014-12-31","20","58"
"华帝股份","002035","2015-12-31","13","32"
"华帝股份","002035","2016-12-31","18","43"
"华帝股份","002035","2017-12-31","24","47"
"华帝股份","002035","2018-12-31","28","67"
"华帝股份","002035","2019-12-31","41","77"
"华帝股份","002035","2020-12-31","30","71"
"华帝股份","002035","2021-12-31","18","29"
"宜科科技","002036","2004-12-31","",""
"宜科科技","002036","2005-12-31","",""
"宜科科技","002036","2006-12-31","7","13"
"宜科科技","002036","2007-12-31","2","3"
"宜科科技","002036","2008-12-31","4","7"
"宜科科技","002036","2009-12-31","7","11"
"宜科科技","002036","2010-12-31","2","2"
"宜科科技","002036","2011-12-31","3","3"
"宜科科技","002036","2012-12-31","2","4"
"宜科科技","002036","2013-12-31","",""
"宜科科技","002036","2014-12-31","",""
"汉麻产业","002036","2015-12-31","1","1"
"联创电子","002036","2016-12-31","8","11"
"联创电子","002036","2017-12-31","19","36"
"联创电子","002036","2018-12-31","10","29"
"联创电子","002036","2019-12-31","12","24"
"联创电子","002036","2020-12-31","15","21"
"联创电子","002036","2021-12-31","19","29"
"久联发展","002037","2004-12-31","",""
"久联发展","002037","2005-12-31","",""
"久联发展","002037","2006-12-31","5","7"
"久联发展","002037","2007-12-31","2","2"
"久联发展","002037","2008-12-31","3","4"
"久联发展","002037","2009-12-31","15","28"
"久联发展","002037","2010-12-31","11","21"
"久联发展","002037","2011-12-31","19","44"
"久联发展","002037","2012-12-31","28","73"
"久联发展","002037","2013-12-31","17","31"
"久联发展","002037","2014-12-31","7","17"
"久联发展","002037","2015-12-31","6","10"
"久联发展","002037","2016-12-31","2","2"
"久联发展","002037","2017-12-31","1","1"
"久联发展","002037","2018-12-31","2","2"
"久联发展","002037","2019-12-31","",""
"保利联合","002037","2020-12-31","",""
"保利联合","002037","2021-12-31","",""
"双鹭药业","002038","2004-12-31","",""
"双鹭药业","002038","2005-12-31","2","2"
"双鹭药业","002038","2006-12-31","5","7"
"双鹭药业","002038","2007-12-31","6","8"
"双鹭药业","002038","2008-12-31","26","68"
"双鹭药业","002038","2009-12-31","20","54"
"双鹭药业","002038","2010-12-31","20","39"
"双鹭药业","002038","2011-12-31","32","90"
"双鹭药业","002038","2012-12-31","28","55"
"双鹭药业","002038","2013-12-31","42","80"
"双鹭药业","002038","2014-12-31","24","46"
"双鹭药业","002038","2015-12-31","11","15"
"双鹭药业","002038","2016-12-31","7","11"
"双鹭药业","002038","2017-12-31","2","3"
"双鹭药业","002038","2018-12-31","4","7"
"双鹭药业","002038","2019-12-31","2","2"
"双鹭药业","002038","2020-12-31","",""
"双鹭药业","002038","2021-12-31","",""
"黔源电力","002039","2005-12-31","5","8"
"黔源电力","002039","2006-12-31","3","3"
"黔源电力","002039","2007-12-31","2","2"
"黔源电力","002039","2008-12-31","1","2"
"黔源电力","002039","2009-12-31","4","8"
"黔源电力","002039","2010-12-31","8","19"
"黔源电力","002039","2011-12-31","6","8"
"黔源电力","002039","2012-12-31","9","13"
"黔源电力","002039","2013-12-31","2","3"
"黔源电力","002039","2014-12-31","",""
"黔源电力","002039","2015-12-31","3","4"
"黔源电力","002039","2016-12-31","12","23"
"黔源电力","002039","2017-12-31","9","12"
"黔源电力","002039","2018-12-31","6","11"
"黔源电力","002039","2019-12-31","8","12"
"黔源电力","002039","2020-12-31","5","6"
"黔源电力","002039","2021-12-31","2","2"
"南京港","002040","2005-12-31","10","10"
"南京港","002040","2006-12-31","2","4"
"南京港","002040","2007-12-31","3","4"
"南京港","002040","2008-12-31","1","1"
"南京港","002040","2009-12-31","3","5"
"南京港","002040","2010-12-31","2","3"
"南京港","002040","2011-12-31","2","2"
"南京港","002040","2012-12-31","",""
"南京港","002040","2013-12-31","",""
"南京港","002040","2014-12-31","",""
"南京港","002040","2015-12-31","",""
"南京港","002040","2016-12-31","",""
"南京港","002040","2017-12-31","1","2"
"南京港","002040","2018-12-31","",""
"南京港","002040","2019-12-31","1","1"
"南京港","002040","2020-12-31","",""
"南京港","002040","2021-12-31","",""
"登海种业","002041","2005-12-31","7","7"
"登海种业","002041","2006-12-31","7","11"
"登海种业","002041","2007-12-31","1","1"
"登海种业","002041","2008-12-31","9","12"
"登海种业","002041","2009-12-31","18","37"
"登海种业","002041","2010-12-31","26","43"
"登海种业","002041","2011-12-31","22","43"
"登海种业","002041","2012-12-31","24","42"
"登海种业","002041","2013-12-31","22","59"
"登海种业","002041","2014-12-31","25","72"
"登海种业","002041","2015-12-31","18","34"
"登海种业","002041","2016-12-31","18","48"
"登海种业","002041","2017-12-31","21","42"
"登海种业","002041","2018-12-31","9","20"
"登海种业","002041","2019-12-31","6","10"
"登海种业","002041","2020-12-31","8","18"
"登海种业","002041","2021-12-31","12","23"
"飞亚股份","002042","2005-12-31","1","1"
"飞亚股份","002042","2006-12-31","",""
"飞亚股份","002042","2007-12-31","",""
"飞亚股份","002042","2008-12-31","",""
"华孚色纺","002042","2009-12-31","9","15"
"华孚色纺","002042","2010-12-31","14","20"
"华孚色纺","002042","2011-12-31","17","30"
"华孚色纺","002042","2012-12-31","11","21"
"华孚色纺","002042","2013-12-31","17","46"
"华孚色纺","002042","2014-12-31","16","31"
"华孚色纺","002042","2015-12-31","17","40"
"华孚色纺","002042","2016-12-31","21","79"
"华孚时尚","002042","2017-12-31","25","52"
"华孚时尚","002042","2018-12-31","19","36"
"华孚时尚","002042","2019-12-31","8","13"
"华孚时尚","002042","2020-12-31","5","5"
"华孚时尚","002042","2021-12-31","5","11"
"兔宝宝","002043","2005-12-31","15","17"
"兔宝宝","002043","2006-12-31","2","3"
"兔宝宝","002043","2007-12-31","",""
"兔宝宝","002043","2008-12-31","1","1"
"兔宝宝","002043","2009-12-31","","2"
"兔宝宝","002043","2010-12-31","3","9"
"兔宝宝","002043","2011-12-31","5","9"
"兔宝宝","002043","2012-12-31","1","1"
"兔宝宝","002043","2013-12-31","",""
"兔宝宝","002043","2014-12-31","2","5"
"兔宝宝","002043","2015-12-31","3","3"
"兔宝宝","002043","2016-12-31","12","37"
"兔宝宝","002043","2017-12-31","19","45"
"兔宝宝","002043","2018-12-31","16","31"
"兔宝宝","002043","2019-12-31","8","11"
"兔宝宝","002043","2020-12-31","10","22"
"兔宝宝","002043","2021-12-31","8","23"
"江苏三友","002044","2005-12-31","5","6"
"江苏三友","002044","2006-12-31","",""
"江苏三友","002044","2007-12-31","",""
"江苏三友","002044","2008-12-31","",""
"江苏三友","002044","2009-12-31","","2"
"江苏三友","002044","2010-12-31","3","6"
"江苏三友","002044","2011-12-31","1","6"
"江苏三友","002044","2012-12-31","4","7"
"江苏三友","002044","2013-12-31","1","2"
"江苏三友","002044","2014-12-31","",""
"江苏三友","002044","2015-12-31","5","8"
"美年健康","002044","2016-12-31","6","19"
"美年健康","002044","2017-12-31","31","80"
"美年健康","002044","2018-12-31","34","105"
"美年健康","002044","2019-12-31","29","75"
"美年健康","002044","2020-12-31","17","41"
"美年健康","002044","2021-12-31","9","16"
"广州国光","002045","2005-12-31","2","4"
"广州国光","002045","2006-12-31","6","9"
"广州国光","002045","2007-12-31","6","7"
"广州国光","002045","2008-12-31","12","16"
"广州国光","002045","2009-12-31","21","37"
"广州国光","002045","2010-12-31","23","48"
"广州国光","002045","2011-12-31","7","8"
"国光电器","002045","2012-12-31","1","1"
"国光电器","002045","2013-12-31","1","5"
"国光电器","002045","2014-12-31","1","2"
"国光电器","002045","2015-12-31","3","6"
"国光电器","002045","2016-12-31","4","6"
"国光电器","002045","2017-12-31","6","13"
"国光电器","002045","2018-12-31","3","5"
"国光电器","002045","2019-12-31","",""
"国光电器","002045","2020-12-31","",""
"国光电器","002045","2021-12-31","2","4"
"轴研科技","002046","2005-12-31","6","7"
"轴研科技","002046","2006-12-31","6","9"
"轴研科技","002046","2007-12-31","4","5"
"轴研科技","002046","2008-12-31","2","5"
"轴研科技","002046","2009-12-31","5","9"
"轴研科技","002046","2010-12-31","1","1"
"轴研科技","002046","2011-12-31","4","4"
"轴研科技","002046","2012-12-31","5","8"
"轴研科技","002046","2013-12-31","3","3"
"轴研科技","002046","2014-12-31","1","1"
"轴研科技","002046","2015-12-31","",""
"轴研科技","002046","2016-12-31","1","1"
"轴研科技","002046","2017-12-31","2","2"
"轴研科技","002046","2018-12-31","",""
"轴研科技","002046","2019-12-31","",""
"国机精工","002046","2020-12-31","",""
"国机精工","002046","2021-12-31","2","2"
"成霖股份","002047","2005-12-31","5","7"
"成霖股份","002047","2006-12-31","1","1"
"成霖股份","002047","2007-12-31","1","1"
"成霖股份","002047","2008-12-31","1","1"
"成霖股份","002047","2009-12-31","6","11"
"成霖股份","002047","2010-12-31","7","11"
"成霖股份","002047","2011-12-31","2","3"
"成霖股份","002047","2012-12-31","",""
"*ST 成霖","002047","2013-12-31","1","1"
"宝鹰股份","002047","2014-12-31","4","8"
"宝鹰股份","002047","2015-12-31","10","21"
"宝鹰股份","002047","2016-12-31","11","26"
"宝鹰股份","002047","2017-12-31","5","6"
"宝鹰股份","002047","2018-12-31","1","1"
"宝鹰股份","002047","2019-12-31","",""
"宝鹰股份","002047","2020-12-31","",""
"宝鹰股份","002047","2021-12-31","",""
"宁波华翔","002048","2005-12-31","3","3"
"宁波华翔","002048","2006-12-31","",""
"宁波华翔","002048","2007-12-31","5","9"
"宁波华翔","002048","2008-12-31","15","39"
"宁波华翔","002048","2009-12-31","11","21"
"宁波华翔","002048","2010-12-31","10","17"
"宁波华翔","002048","2011-12-31","12","20"
"宁波华翔","002048","2012-12-31","2","6"
"宁波华翔","002048","2013-12-31","9","15"
"宁波华翔","002048","2014-12-31","12","29"
"宁波华翔","002048","2015-12-31","4","9"
"宁波华翔","002048","2016-12-31","9","26"
"宁波华翔","002048","2017-12-31","20","43"
"宁波华翔","002048","2018-12-31","11","19"
"宁波华翔","002048","2019-12-31","15","31"
"宁波华翔","002048","2020-12-31","11","24"
"宁波华翔","002048","2021-12-31","5","13"
"晶源电子","002049","2005-12-31","5","6"
"晶源电子","002049","2006-12-31","2","4"
"晶源电子","002049","2007-12-31","",""
"晶源电子","002049","2008-12-31","5","5"
"晶源电子","002049","2009-12-31","1","4"
"晶源电子","002049","2010-12-31","4","8"
"晶源电子","002049","2011-12-31","7","12"
"同方国芯","002049","2012-12-31","10","23"
"同方国芯","002049","2013-12-31","25","58"
